timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526669426.97900009,26071234,0.0,0.88,0.0,7480.53759766,0.0,0.18,354.93,354.93,0.0,0.0
1526669427.07896018,26171194,0.0,0.88,0.0,7529.55371094,0.0,0.17,354.9,354.9,0.0,0.0
1526669427.17892003,26271154,0.0,0.88,0.0,7556.359375,0.0,0.17,354.86,354.86,0.0,0.0
1526669427.27888012,26371114,0.0,0.89,0.0,7585.56689453,0.0,0.16,354.8,354.8,0.0,0.0
1526669427.37884021,26471074,0.0,0.9,0.0,7627.16503906,0.0,0.15,354.73,354.73,0.0,0.0
1526669427.47880006,26571034,0.0,0.92,0.0,7695.34326172,0.0,0.13,354.67,354.67,0.0,0.0
1526669427.57876015,26670994,0.0,0.93,0.0,7774.42919922,0.0,0.13,354.59,354.59,0.0,0.0
1526669427.67872000,26770954,0.0,0.92,0.0,7838.14599609,0.0,0.12,354.53,354.53,0.0,0.0
1526669427.77868009,26870914,0.0,0.88,0.0,7856.27880859,0.0,0.12,354.46,354.46,0.0,0.0
1526669427.87864017,26970874,0.0,0.84,0.0,7829.41503906,0.0,0.15,354.4,354.4,0.0,0.0
1526669427.97860003,27070834,0.0,0.81,0.0,7768.62988281,0.0,0.17,354.34,354.34,0.0,0.0
1526669428.07856011,27170794,0.0,0.79,0.0,7687.44140625,0.0,0.19,354.29,354.29,0.0,0.0
1526669428.17852020,27270754,0.0,0.75,0.0,7591.10253906,0.0,0.2,354.25,354.25,0.0,0.07
1526669428.27848005,27370714,0.0,0.72,0.0,7476.52490234,0.0,0.21,354.19,354.19,0.0,0.08
1526669428.37844014,27470674,0.0,0.7,0.0,7353.89013672,0.0,0.2,354.12,354.12,0.0,0.08
1526669428.47839999,27570634,0.0,0.71,0.0,7237.70947266,0.0,0.17,354.03,354.03,0.0,0.08
1526669428.57836008,27670594,0.0,0.73,0.0,7143.73388672,0.0,0.17,353.93,353.93,0.0,0.07
1526669428.67832017,27770554,0.0,0.77,0.0,7077.42382812,0.0,0.18,353.85,353.85,0.0,0.07
1526669428.77828002,27870514,0.0,0.79,0.0,7035.24072266,0.0,0.21,353.78,353.78,0.0,0.07
1526669428.87824011,27970474,0.0,0.81,0.0,7009.04003906,0.0,0.25,353.7,353.7,0.0,0.07
1526669428.97820020,28070434,0.0,0.83,0.0,6996.20947266,0.0,0.3,353.59,353.59,0.0,0.07
1526669429.07899308,28171227,0.0,0.85,0.0,7119.67480469,0.0,0.35,353.49,353.49,0.0,0.07
1526669429.17895317,28271187,0.0,0.87,0.0,7245.23730469,0.0,0.39,353.41,353.41,0.0,0.01
1526669429.27891302,28371147,0.0,0.9,0.0,7464.85839844,0.0,0.44,353.32,353.32,0.0,0.01
1526669429.37887311,28471107,0.0,0.93,0.0,7706.82519531,0.0,0.48,353.21,353.21,0.0,0.01
1526669429.47883320,28571067,0.0,0.95,0.0,7930.87988281,0.0,0.52,353.1,353.1,0.0,0.0
1526669429.57879305,28671027,0.0,0.95,0.0,8113.23339844,0.0,0.54,352.97,352.97,0.0,0.0
1526669429.67875314,28770987,0.0,0.96,0.0,8261.22167969,0.0,0.54,352.84,352.84,0.0,0.0
1526669429.77871299,28870947,0.0,0.98,0.0,8401.08105469,0.0,0.55,352.72,352.72,0.0,0.0
1526669429.87867308,28970907,0.0,0.98,0.0,8534.73925781,0.0,0.54,352.61,352.61,0.0,0.0
1526669429.97863317,29070867,0.0,0.99,0.0,8647.08203125,0.0,0.53,352.5,352.5,0.0,0.0
1526669430.07859302,29170827,0.0,1.0,0.0,8763.74316406,0.0,0.55,352.37,352.37,0.0,0.0
