timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526667810.14400005,31871413,0.0,1.22,0.0,15524.2080078,0.0,0.39,352.3,352.3,0.0,0.0
1526667810.24396014,31971373,0.0,1.18,0.0,15435.0957031,0.0,0.4,352.35,352.35,0.0,0.0
1526667810.34391999,32071333,0.0,1.13,0.0,15281.859375,0.0,0.41,352.38,352.38,0.0,0.0
1526667810.44388008,32171293,0.0,1.13,0.0,15114.3349609,0.0,0.42,352.42,352.42,0.0,0.0
1526667810.54384017,32271253,0.0,1.13,0.0,14968.8154297,0.0,0.42,352.49,352.49,0.0,0.0
1526667810.64380002,32371213,0.0,1.12,0.0,14834.7822266,0.0,0.42,352.57,352.57,0.0,0.0
1526667810.74376011,32471173,0.0,1.1,0.0,14693.609375,0.0,0.4,352.66,352.66,0.0,0.0
1526667810.84371996,32571133,0.0,1.1,0.0,14557.1035156,0.0,0.39,352.73,352.73,0.0,0.0
1526667810.94368005,32671093,0.0,1.11,0.0,14444.1933594,0.0,0.37,352.8,352.8,0.0,0.0
1526667811.04364014,32771053,0.0,1.12,0.0,14345.7441406,0.0,0.36,352.86,352.86,0.0,0.0
1526667811.14359999,32871013,0.0,1.15,0.0,14273.8525391,0.0,0.37,352.93,352.93,0.0,0.0
1526667811.24356008,32970973,0.0,1.19,0.0,14244.4238281,0.0,0.35,353.01,353.01,0.0,0.0
1526667811.34352016,33070933,0.0,1.21,0.0,14247.9316406,0.0,0.34,353.09,353.09,0.0,0.0
1526667811.44348001,33170893,0.0,1.22,0.0,14266.8134766,0.0,0.32,353.14,353.14,0.0,0.0
1526667811.54344010,33270853,0.0,1.22,0.0,14290.5507812,0.0,0.31,353.19,353.19,0.0,0.0
1526667811.64339995,33370813,0.0,1.22,0.0,15104.5,0.0,0.31,353.25,353.25,0.0,0.0
1526667811.74336004,33470773,0.0,1.22,0.0,14994.25,0.0,0.3,353.35,353.35,0.0,0.07
1526667811.84332013,33570733,0.0,1.2,0.0,14896.8662109,0.0,0.29,353.46,353.46,0.0,0.08
1526667811.94327998,33670693,0.0,1.17,0.0,14689.3876953,0.0,0.26,353.56,353.56,0.0,0.08
1526667812.04324007,33770653,0.0,1.15,0.0,14445.0898438,0.0,0.24,353.69,353.69,0.0,0.08
1526667812.14403296,33871446,0.0,1.14,0.0,14221.7041016,0.0,0.22,353.8,353.8,0.0,0.07
1526667812.24399304,33971406,0.0,1.15,0.0,14072.7753906,0.0,0.18,353.92,353.92,0.0,0.01
1526667812.34395313,34071366,0.0,1.12,0.0,13921.9121094,0.0,0.13,354.03,354.03,0.0,0.0
1526667812.44391298,34171326,0.0,1.08,0.0,13726.4248047,0.0,0.07,354.13,354.13,0.0,0.0
1526667812.54387307,34271286,0.0,1.05,0.0,13482.2402344,0.0,0.03,354.24,354.24,0.0,0.0
