timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526667957.76399994,29471540,0.0,1.05,0.0,9739.4375,0.0,0.43,353.17,353.17,0.0,0.0
1526667957.86396003,29571500,0.0,1.08,0.0,9845.25976562,0.0,0.42,353.11,353.11,0.0,0.0
1526667957.96391988,29671460,0.0,1.1,0.0,9972.53417969,0.0,0.41,353.05,353.05,0.0,0.0
1526667958.06387997,29771420,0.0,1.13,0.0,10122.8427734,0.0,0.41,352.97,352.97,0.0,0.0
1526667958.16384006,29871380,0.0,1.15,0.0,10282.4931641,0.0,0.42,352.87,352.87,0.0,0.0
1526667958.26379991,29971340,0.0,1.17,0.0,10450.15625,0.0,0.43,352.78,352.78,0.0,0.0
1526667958.36375999,30071300,0.0,1.18,0.0,10615.6240234,0.0,0.44,352.68,352.68,0.0,0.0
1526667958.46372008,30171260,0.0,1.21,0.0,10785.0556641,0.0,0.44,352.58,352.58,0.0,0.0
1526667958.56367993,30271220,0.0,1.23,0.0,10968.0673828,0.0,0.43,352.49,352.49,0.0,0.0
1526667958.66364002,30371180,0.0,1.24,0.0,11156.4941406,0.0,0.43,352.42,352.42,0.0,0.0
1526667958.76359987,30471140,0.0,1.23,0.0,11324.3310547,0.0,0.4,352.35,352.35,0.0,0.0
1526667958.86355996,30571100,0.0,1.23,0.0,11476.5175781,0.0,0.39,352.28,352.28,0.0,0.0
1526667958.96352005,30671060,0.0,1.25,0.0,11632.0068359,0.0,0.38,352.21,352.21,0.0,0.0
1526667959.06347990,30771020,0.0,1.26,0.0,15775.5996094,0.0,0.37,352.16,352.16,0.0,0.0
1526667959.16343999,30870980,0.0,1.27,0.0,15835.2871094,0.0,0.38,352.12,352.12,0.0,0.0
1526667959.26340008,30970940,0.0,1.27,0.0,15933.1914062,0.0,0.39,352.11,352.11,0.0,0.0
1526667959.36335993,31070900,0.0,1.28,0.0,16002.8623047,0.0,0.41,352.11,352.11,0.0,0.0
1526667959.46332002,31170860,0.0,1.28,0.0,16079.0898438,0.0,0.42,352.09,352.09,0.0,0.0
1526667959.56327987,31270820,0.0,1.3,0.0,16174.9501953,0.0,0.42,352.1,352.1,0.0,0.0
1526667959.66323996,31370780,0.0,1.3,0.0,16278.5283203,0.0,0.42,352.12,352.12,0.0,0.07
1526667959.76320004,31470740,0.0,1.3,0.0,16356.2128906,0.0,0.42,352.18,352.18,0.0,0.08
1526667960.71198702,32419527,0.0,1.23,0.0,16082.4394531,0.0,0.35,352.89,352.89,0.0,0.0
1526667960.81194687,32519487,0.0,1.24,0.0,16033.5878906,0.0,0.34,352.98,352.98,0.0,0.0
1526667960.91190696,32619447,0.0,1.26,0.0,16008.4892578,0.0,0.33,353.05,353.05,0.0,0.0
1526667961.01186705,32719407,0.0,1.27,0.0,16006.9248047,0.0,0.32,353.13,353.13,0.0,0.0
1526667961.11182690,32819367,0.0,1.3,0.0,16029.1855469,0.0,0.32,353.21,353.21,0.0,0.0
1526667961.21178699,32919327,0.0,1.34,0.0,16093.5693359,0.0,0.33,353.28,353.28,0.0,0.0
1526667961.31174707,33019287,0.0,1.39,0.0,16207.5664062,0.0,0.31,353.37,353.37,0.0,0.0
1526667961.41170692,33119247,0.0,1.41,0.0,16350.9873047,0.0,0.3,353.44,353.44,0.0,0.0
1526667961.51166701,33219207,0.0,1.43,0.0,16507.21875,0.0,0.29,353.49,353.49,0.0,0.0
1526667961.61162686,33319167,0.0,1.45,0.0,16669.3222656,0.0,0.29,353.55,353.55,0.0,0.0
1526667961.71158695,33419127,0.0,1.45,0.0,21025.0,0.0,0.29,353.63,353.63,0.0,0.0
1526667961.81154704,33519087,0.0,1.45,0.0,21025.0,0.0,0.28,353.74,353.74,0.0,0.0
1526667961.91150689,33619047,0.0,1.43,0.0,20957.5996094,0.0,0.27,353.85,353.85,0.0,0.0
1526667962.01146698,33719007,0.0,1.41,0.0,20766.4257812,0.0,0.24,353.97,353.97,0.0,0.0
1526667962.11142707,33818967,0.0,1.41,0.0,20589.3398438,0.0,0.22,354.08,354.08,0.0,0.0
1526667962.21138692,33918927,0.0,1.42,0.0,20477.1796875,0.0,0.2,354.2,354.2,0.0,0.0
1526667962.31134701,34018887,0.0,1.41,0.0,20427.3847656,0.0,0.15,354.32,354.32,0.0,0.0
1526667962.41130686,34118847,0.0,1.39,0.0,20338.9101562,0.0,0.1,354.43,354.43,0.0,0.0
1526667962.51126695,34218807,0.0,1.36,0.0,20169.1699219,0.0,0.05,354.53,354.53,0.0,0.0
1526667962.61122704,34318767,0.0,1.34,0.0,19966.0195312,0.0,0.01,354.64,354.64,0.0,0.0
1526667962.71118689,34418727,0.0,1.34,0.0,19783.2910156,0.0,-0.01,354.78,354.78,0.0,0.0
1526667962.81198001,34519520,0.0,1.34,0.0,19631.0175781,0.0,-0.01,354.93,354.93,0.0,0.0
1526667962.91193986,34619480,0.0,1.34,0.0,19502.1699219,0.0,-0.01,355.06,355.06,0.0,0.0
1526667963.01189995,34719440,0.0,1.35,0.0,19409.0214844,0.0,0.0,355.18,355.18,0.0,0.0
1526667963.11186004,34819400,0.0,1.34,0.0,19322.4648438,0.0,0.0,355.27,355.27,0.0,0.0
1526667963.21181989,34919360,0.0,1.35,0.0,19240.4238281,0.0,0.0,355.34,355.34,0.0,0.0
1526667963.31177998,35019320,0.0,1.37,0.0,19196.6699219,0.0,0.02,355.38,355.38,0.0,0.0
1526667963.41174006,35119280,0.0,1.37,0.0,19172.9101562,0.0,0.02,355.42,355.42,0.0,0.0
1526667963.51169991,35219240,0.0,1.38,0.0,19153.0996094,0.0,0.02,355.42,355.42,0.0,0.0
