timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526668702.17367387,28273686,0.0,0.92,0.0,8219.37011719,0.0,0.3,355.92,355.92,0.0,0.0
1526668702.27446699,28374479,0.0,0.94,0.0,8393.86816406,0.0,0.33,353.89,353.89,0.0,0.0
1526668702.37442684,28474439,0.0,0.97,0.0,8583.97558594,0.0,0.35,353.81,353.81,0.0,0.0
1526668702.47438693,28574399,0.0,0.98,0.0,8763.68164062,0.0,0.39,353.72,353.72,0.0,0.0
1526668702.57434702,28674359,0.0,0.99,0.0,8906.42285156,0.0,0.4,353.61,353.61,0.0,0.0
1526668702.67430687,28774319,0.0,1.0,0.0,9038.72265625,0.0,0.4,353.51,353.51,0.0,0.0
1526668702.77426696,28874279,0.0,1.01,0.0,9164.76953125,0.0,0.4,353.41,353.41,0.0,0.0
1526668702.87422705,28974239,0.0,1.02,0.0,9298.70605469,0.0,0.4,353.32,353.32,0.0,0.0
1526668702.97418690,29074199,0.0,1.03,0.0,9413.04980469,0.0,0.39,353.23,353.23,0.0,0.0
1526668703.07414699,29174159,0.0,1.04,0.0,9533.26074219,0.0,0.41,353.12,353.12,0.0,0.0
1526668703.17410684,29274119,0.0,1.04,0.0,9639.93359375,0.0,0.43,353.0,353.0,0.0,0.0
1526668703.27406693,29374079,0.0,1.06,0.0,9746.71582031,0.0,0.44,352.87,352.87,0.0,0.0
1526668703.37402701,29474039,0.0,1.09,0.0,9883.85742188,0.0,0.45,352.77,352.77,0.0,0.0
1526668703.47398686,29573999,0.0,1.13,0.0,10046.4941406,0.0,0.44,352.68,352.68,0.0,0.0
1526668703.57394695,29673959,0.0,1.16,0.0,10235.9628906,0.0,0.43,352.6,352.6,0.0,0.0
1526668703.67390704,29773919,0.0,1.19,0.0,10446.4023438,0.0,0.44,352.49,352.49,0.0,0.0
1526668703.77386689,29873879,0.0,1.21,0.0,10663.4433594,0.0,0.44,352.38,352.38,0.0,0.0
1526668703.87382698,29973839,0.0,1.23,0.0,10883.3886719,0.0,0.45,352.27,352.27,0.0,0.0
1526668703.97378683,30073799,0.0,1.23,0.0,11095.4042969,0.0,0.46,352.14,352.14,0.0,0.0
1526668704.07374692,30173759,0.0,1.26,0.0,11306.7216797,0.0,0.46,352.02,352.02,0.0,0.0
1526668704.17370701,30273719,0.0,1.28,0.0,11525.9707031,0.0,0.45,351.92,351.92,0.0,0.0
1526668704.27449989,30374512,0.0,1.29,0.0,11743.0986328,0.0,0.45,351.83,351.83,0.0,0.0
1526668704.37445998,30474472,0.0,1.28,0.0,11937.0703125,0.0,0.42,351.73,351.73,0.0,0.0
1526668704.47441983,30574432,0.0,1.28,0.0,12109.4208984,0.0,0.4,351.65,351.65,0.0,0.0
1526668704.57437992,30674392,0.0,1.29,0.0,16641.0,0.0,0.4,351.56,351.56,0.0,0.0
1526668704.67434001,30774352,0.0,1.3,0.0,16881.0488281,0.0,0.39,351.49,351.49,0.0,0.0
