timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526667079.15620685,32170460,0.0,1.19,0.0,15384.8583984,0.0,0.4,354.64,354.64,0.0,0.0
1526667079.25699997,32271253,0.0,1.18,0.0,15302.4423828,0.0,0.4,357.37,357.37,0.0,0.07
1526667079.35695982,32371213,0.0,1.17,0.0,15213.4091797,0.0,0.41,357.44,357.44,0.0,0.0
1526667079.45691991,32471173,0.0,1.15,0.0,15108.7167969,0.0,0.39,357.51,357.51,0.0,0.0
1526667079.55687976,32571133,0.0,1.15,0.0,15009.5732422,0.0,0.38,357.57,357.57,0.0,0.0
1526667079.65683985,32671093,0.0,1.15,0.0,14920.3447266,0.0,0.37,357.62,357.62,0.0,0.0
1526667079.75679994,32771053,0.0,1.16,0.0,14846.4892578,0.0,0.36,357.67,357.67,0.0,0.0
1526667079.85675979,32871013,0.0,1.19,0.0,14797.9091797,0.0,0.36,357.73,357.73,0.0,0.0
1526667079.95671988,32970973,0.0,1.23,0.0,14790.3710938,0.0,0.35,357.79,357.79,0.0,0.0
1526667080.05667996,33070933,0.0,1.25,0.0,14814.0205078,0.0,0.33,357.86,357.86,0.0,0.0
1526667080.15663981,33170893,0.0,1.26,0.0,14851.9824219,0.0,0.31,357.9,357.9,0.0,0.0
1526667080.25659990,33270853,0.0,1.26,0.0,14891.3671875,0.0,0.3,357.93,357.93,0.0,0.0
1526667080.35655975,33370813,0.0,1.26,0.0,16116.3496094,0.0,0.31,357.99,357.99,0.0,0.0
1526667080.45651984,33470773,0.0,1.26,0.0,15996.1748047,0.0,0.3,358.07,358.07,0.0,0.07
1526667080.55647993,33570733,0.0,1.24,0.0,15878.8916016,0.0,0.29,358.16,358.16,0.0,0.08
1526667080.65643978,33670693,0.0,1.21,0.0,15651.78125,0.0,0.26,358.26,358.26,0.0,0.08
1526667080.75639987,33770653,0.0,1.19,0.0,15383.5097656,0.0,0.24,358.37,358.37,0.0,0.08
1526667080.85635996,33870613,0.0,1.18,0.0,15148.1582031,0.0,0.22,358.47,358.47,0.0,0.07
1526667080.95631981,33970573,0.0,1.18,0.0,14973.2783203,0.0,0.18,358.58,358.58,0.0,0.07
1526667081.05627990,34070533,0.0,1.16,0.0,14805.5185547,0.0,0.13,358.68,358.68,0.0,0.07
1526667081.15623975,34170493,0.0,1.11,0.0,14593.3056641,0.0,0.07,358.77,358.77,0.0,0.07
1526667081.25703287,34271286,0.0,1.08,0.0,14332.5371094,0.0,0.03,358.87,358.87,0.0,0.07
1526667081.35699296,34371246,0.0,1.06,0.0,14068.0224609,0.0,0.0,358.98,358.98,0.0,0.01
1526667081.45695281,34471206,0.0,1.05,0.0,13829.8232422,0.0,-0.01,359.11,359.11,0.0,0.01
1526667081.55691290,34571166,0.0,1.05,0.0,13614.0673828,0.0,-0.02,359.24,359.24,0.0,0.0
1526667081.65687275,34671126,0.0,1.05,0.0,13429.1337891,0.0,-0.01,359.35,359.35,0.0,0.0
1526667081.75683284,34771086,0.0,1.04,0.0,13264.6787109,0.0,-0.01,359.45,359.45,0.0,0.0
1526667081.85679293,34871046,0.0,1.03,0.0,13100.9628906,0.0,0.0,359.51,359.51,0.0,0.0
1526667081.95675278,34971006,0.0,1.04,0.0,12956.203125,0.0,0.0,359.56,359.56,0.0,0.0
1526667082.05671287,35070966,0.0,1.04,0.0,12837.3027344,0.0,0.01,359.58,359.58,0.0,0.0
1526667082.15667295,35170926,0.0,1.03,0.0,12727.3779297,0.0,0.0,359.59,359.59,0.0,0.0
1526667082.25663280,35270886,0.0,1.04,0.0,12627.1513672,0.0,0.0,359.56,359.56,0.0,0.0
1526667082.35659289,35370846,0.0,1.04,0.0,12540.90625,0.0,0.02,359.53,359.53,0.0,0.0
1526667082.45655274,35470806,0.0,1.03,0.0,12458.7373047,0.0,0.04,359.52,359.52,0.0,0.0
1526667082.55651283,35570766,0.0,1.02,0.0,12370.7382812,0.0,0.05,359.52,359.52,0.0,0.07
1526667082.65647292,35670726,0.0,1.02,0.0,12288.7910156,0.0,0.08,359.55,359.55,0.0,0.07
1526667082.75643277,35770686,0.0,1.02,0.0,12210.3535156,0.0,0.12,359.58,359.58,0.0,0.07
1526667082.85639286,35870646,0.0,1.0,0.0,12133.2763672,0.0,0.16,359.62,359.62,0.0,0.07
1526667082.95635295,35970606,0.0,0.98,0.0,9786.67480469,0.0,0.2,359.65,359.65,0.0,0.07
1526667083.05631280,36070566,0.0,0.97,0.0,9602.71289062,0.0,0.22,359.69,359.69,0.0,0.07
1526667083.15627289,36170526,0.0,0.96,0.0,9499.54199219,0.0,0.24,359.73,359.73,0.0,0.07
1526667083.25623298,36270486,0.0,0.96,0.0,9428.65625,0.0,0.25,359.77,359.77,0.0,0.06
1526667083.35702586,36371279,0.0,0.98,0.0,9433.54980469,0.0,0.23,359.8,359.8,0.0,0.06
1526667083.45698595,36471239,0.0,0.98,0.0,9479.19628906,0.0,0.23,359.82,359.82,0.0,0.02
1526667083.55694580,36571199,0.0,0.97,0.0,9482.40039062,0.0,0.25,359.83,359.83,0.0,0.01
1526667083.65690589,36671159,0.0,0.97,0.0,9473.22460938,0.0,0.24,359.84,359.84,0.0,0.01
1526667083.75686598,36771119,0.0,0.96,0.0,9446.7890625,0.0,0.22,359.84,359.84,0.0,0.01
1526667083.85682583,36871079,0.0,0.94,0.0,9397.04980469,0.0,0.19,359.84,359.84,0.0,0.01
1526667083.95678592,36971039,0.0,0.93,0.0,9345.62011719,0.0,0.17,359.84,359.84,0.0,0.01
1526667084.05674577,37070999,0.0,0.92,0.0,9277.93359375,0.0,0.16,359.84,359.84,0.0,0.01
1526667084.15670586,37170959,0.08,0.85,0.01,9190.90332031,-0.31,0.06,359.83,359.81,0.0,0.01
1526667084.25666595,37270919,-0.06,0.65,0.01,8925.55566406,-0.28,-0.11,359.83,359.8,0.0,0.0
1526667084.35662580,37370879,-0.17,0.42,0.0,8516.31445312,-0.28,-0.26,359.83,359.79,0.0,0.0
1526667084.45658588,37470839,-0.25,0.23,-0.06,8062.26660156,-0.26,-0.32,359.83,359.76,0.0,0.0
1526667084.55654597,37570799,-0.34,0.05,-0.13,7619.80224609,-0.26,-0.37,359.83,359.74,0.0,0.0
1526667084.65650582,37670759,-0.4,-0.09,-0.21,7209.9453125,-0.23,-0.41,359.83,359.73,0.0,0.06
1526667084.75646591,37770719,-0.43,-0.22,-0.3,6835.94677734,-0.2,-0.42,359.83,359.73,0.0,0.07
1526667084.85642576,37870679,-0.41,-0.33,-0.37,6496.05419922,-0.14,-0.43,359.83,359.75,0.0,0.07
1526667084.95638585,37970639,-0.37,-0.42,-0.41,6186.94287109,-0.08,-0.42,359.83,359.73,0.0,0.07
1526667085.05634594,38070599,-0.28,-0.49,-0.42,5906.72900391,0.0,-0.34,359.83,359.69,0.0,0.06
1526667085.15630579,38170559,-0.21,-0.52,-0.39,5653.80175781,0.08,-0.24,359.83,359.63,0.0,0.06
1526667085.25626588,38270519,-0.07,-0.51,-0.33,5428.13818359,0.18,-0.14,359.83,359.69,0.0,0.06
1526667085.35622597,38370479,0.02,-0.45,-0.23,5225.88134766,0.23,-0.02,359.83,359.75,0.0,0.06
1526667085.45701885,38471272,0.11,-0.44,-0.12,5050.39746094,0.26,0.13,359.83,359.81,0.0,0.06
1526667085.55697894,38571232,0.15,-0.35,-0.01,1108.52172852,0.24,0.33,359.83,359.93,0.0,0.02
1526667085.65693879,38671192,0.19,-0.21,0.08,1025.21081543,0.18,0.41,359.83,0.04,0.0,0.02
1526667085.75689888,38771152,0.17,-0.08,0.15,922.300170898,0.07,0.41,359.83,0.2,0.0,0.02
1526667085.85685897,38871112,0.18,0.07,0.2,786.611694336,-0.01,0.34,359.83,0.28,0.0,0.02
1526667085.95681882,38971072,0.14,0.09,0.23,667.574462891,-0.1,0.2,359.83,0.36,0.0,0.02
1526667086.05677891,39071032,0.07,0.05,0.22,598.071044922,-0.15,0.06,359.83,0.4,0.0,0.01
1526667086.15673876,39170992,-0.01,-0.01,0.17,563.078674316,-0.2,-0.01,359.83,0.51,0.0,0.01
1526667086.25669885,39270952,-0.08,-0.04,0.11,529.56451416,-0.22,-0.08,359.83,0.54,0.0,0.01
1526667086.35665894,39370912,-0.15,-0.05,0.02,486.576293945,-0.21,-0.07,359.83,0.51,0.0,0.01
1526667086.45661879,39470872,-0.19,-0.01,-0.05,439.747161865,-0.18,-0.01,359.83,0.43,0.0,0.01
1526667086.55657887,39570832,-0.27,0.04,-0.14,412.467590332,-0.18,-0.02,359.83,0.32,0.0,0.01
1526667086.65653896,39670792,-0.36,0.07,-0.22,427.377441406,-0.19,-0.07,359.83,0.16,0.0,0.06
1526667086.75649881,39770752,-0.48,0.05,-0.31,484.325286865,-0.22,-0.16,359.83,0.05,0.0,0.06
1526667086.85645890,39870712,-0.5,-0.02,-0.39,550.639648438,-0.2,-0.2,359.83,359.93,0.0,0.06
1526667086.95641875,39970672,-0.51,-0.08,-0.46,615.035339355,-0.17,-0.25,1.42,1.43,0.0,0.06
1526667087.05637884,40070632,-0.49,-0.19,-0.51,660.014343262,-0.15,-0.36,1.42,1.28,0.0,0.06
1526667087.15633893,40170592,-0.45,-0.34,-0.53,658.326599121,-0.02,-0.38,1.42,1.2,0.0,0.06
1526667087.25629878,40270552,-0.35,-0.47,-0.51,630.197265625,0.09,-0.3,1.42,1.22,0.0,0.06
1526667087.35625887,40370512,-0.26,-0.54,-0.47,597.643371582,0.21,-0.19,1.42,1.26,0.0,0.05
1526667087.45621896,40470472,-0.13,-0.54,-0.39,574.85168457,0.29,-0.09,1.42,1.25,0.0,0.05
1526667087.55701184,40571265,-0.02,-0.47,-0.28,560.895568848,0.37,0.02,1.42,1.23,0.0,0.05
1526667087.65697193,40671225,0.1,-0.41,-0.16,556.259399414,0.44,0.16,1.42,1.21,0.0,0.02
1526667087.75693178,40771185,0.2,-0.3,-0.03,559.989074707,0.48,0.32,1.42,1.2,0.0,0.02
1526667087.85689187,40871145,0.33,-0.21,0.08,569.049133301,0.46,0.44,185.55,1.19,0.0,0.02
1526667087.95685196,40971105,0.43,-0.09,0.21,584.463806152,0.38,0.55,185.55,0.8,0.0,0.02
1526667088.05681181,41071065,0.35,0.06,0.33,595.103820801,1.49,0.65,185.55,359.54,0.0,0.01
1526667088.15677190,41171025,0.15,0.07,0.38,776.479736328,2.84,0.91,185.55,357.6,0.0,0.0
1526667088.25673175,41270985,-0.12,-0.11,0.33,1098.19018555,3.94,1.48,185.55,355.14,0.0,0.01
1526667088.35669184,41370945,-0.67,-0.43,0.17,1672.74804688,5.25,2.35,185.55,352.27,0.0,0.02
1526667088.45665193,41470905,-1.37,-0.88,-0.16,2372.52050781,6.52,3.36,185.55,349.05,0.0,0.02
1526667088.55661178,41570865,-2.2,-1.43,-0.67,2990.93823242,7.6,4.47,185.55,345.6,0.0,0.02
1526667088.65657187,41670825,-2.99,-2.11,-1.33,3489.57250977,8.06,5.58,185.55,341.98,0.0,0.03
1526667088.75653195,41770785,-3.76,-2.75,-2.1,3726.09472656,8.16,6.5,185.55,338.19,0.0,0.09
1526667088.85649180,41870745,-4.52,-3.32,-2.93,3608.27270508,8.04,7.14,185.55,334.29,0.0,0.09
1526667088.95645189,41970705,-5.31,-3.86,-3.79,3270.97851562,7.77,7.49,185.55,330.38,0.0,0.09
1526667089.05641174,42070665,-6.02,-4.42,-4.64,2957.98339844,7.3,7.62,185.55,326.46,0.0,0.08
1526667089.15637183,42170625,-6.5,-4.94,-5.43,2816.45849609,6.45,7.57,185.55,322.55,0.0,0.08
1526667089.25633192,42270585,-6.86,-5.35,-6.11,2924.32373047,5.52,7.32,185.55,318.62,0.0,0.07
1526667089.35629177,42370545,-7.17,-5.71,-6.66,3288.93676758,4.54,6.81,185.55,314.68,0.0,0.07
