timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526670175.09467387,29073366,0.0,1.02,0.0,9350.4765625,0.0,0.4,355.36,355.36,0.0,0.0
1526670175.19546700,29174159,0.0,1.03,0.0,9462.76855469,0.0,0.42,353.26,353.26,0.0,0.0
1526670175.29542685,29274119,0.0,1.03,0.0,9558.08984375,0.0,0.45,353.16,353.16,0.0,0.0
1526670175.39538693,29374079,0.0,1.05,0.0,9648.72558594,0.0,0.46,353.05,353.05,0.0,0.0
1526670175.49534702,29474039,0.0,1.08,0.0,9769.54003906,0.0,0.47,352.97,352.97,0.0,0.0
1526670175.59530687,29573999,0.0,1.11,0.0,9916.68554688,0.0,0.46,352.9,352.9,0.0,0.0
1526670175.69526696,29673959,0.0,1.15,0.0,10094.7548828,0.0,0.46,352.83,352.83,0.0,0.0
1526670175.79522705,29773919,0.0,1.18,0.0,10297.0019531,0.0,0.46,352.74,352.74,0.0,0.0
1526670175.89518690,29873879,0.0,1.2,0.0,10509.0947266,0.0,0.47,352.64,352.64,0.0,0.0
1526670175.99514699,29973839,0.0,1.22,0.0,10726.9423828,0.0,0.48,352.54,352.54,0.0,0.0
1526670176.09510684,30073799,0.0,1.23,0.0,10943.0996094,0.0,0.49,352.43,352.43,0.0,0.0
1526670176.19506693,30173759,0.0,1.26,0.0,11156.6376953,0.0,0.49,352.32,352.32,0.0,0.0
1526670176.29502702,30273719,0.0,1.28,0.0,11380.3984375,0.0,0.48,352.23,352.23,0.0,0.0
1526670176.39498687,30373679,0.0,1.29,0.0,11606.0810547,0.0,0.47,352.16,352.16,0.0,0.0
1526670176.49494696,30473639,0.0,1.28,0.0,11806.8261719,0.0,0.45,352.08,352.08,0.0,0.0
1526670176.59490705,30573599,0.0,1.28,0.0,11989.7304688,0.0,0.43,352.01,352.01,0.0,0.0
1526670176.69486690,30673559,0.0,1.3,0.0,16900.0,0.0,0.43,351.93,351.93,0.0,0.0
1526670176.79482698,30773519,0.0,1.31,0.0,16931.8300781,0.0,0.42,351.88,351.88,0.0,0.0
1526670176.89478683,30873479,0.0,1.31,0.0,17045.0,0.0,0.43,351.84,351.84,0.0,0.0
1526670176.99474692,30973439,0.0,1.32,0.0,17102.9082031,0.0,0.44,351.82,351.82,0.0,0.0
1526670177.09470701,31073399,0.0,1.32,0.0,17177.7832031,0.0,0.46,351.81,351.81,0.0,0.0
1526670177.19549990,31174192,0.0,1.33,0.0,17228.0996094,0.0,0.47,351.8,351.8,0.0,0.0
1526670177.29545999,31274152,0.0,1.34,0.0,17317.8925781,0.0,0.47,351.8,351.8,0.0,0.0
1526670177.39541984,31374112,0.0,1.34,0.0,17408.7265625,0.0,0.47,351.81,351.81,0.0,0.0
1526670177.49537992,31474072,0.0,1.34,0.0,17476.921875,0.0,0.46,351.86,351.86,0.0,0.0
1526670177.59534001,31574032,0.0,1.33,0.0,17522.609375,0.0,0.43,351.93,351.93,0.0,0.0
1526670177.69529986,31673992,0.0,1.31,0.0,17514.7910156,0.0,0.4,351.99,351.99,0.0,0.0
1526670177.79525995,31773952,0.0,1.3,0.0,17479.1503906,0.0,0.37,352.07,352.07,0.0,0.0
1526670177.89522004,31873912,0.0,1.27,0.0,17407.3945312,0.0,0.37,352.14,352.14,0.0,0.0
1526670177.99517989,31973872,0.0,1.22,0.0,17259.234375,0.0,0.38,352.23,352.23,0.0,0.0
1526670178.09513998,32073832,0.0,1.17,0.0,17043.9921875,0.0,0.38,352.31,352.31,0.0,0.0
1526670178.19509983,32173792,0.0,1.17,0.0,16820.6992188,0.0,0.39,352.39,352.39,0.0,0.0
1526670178.29505992,32273752,0.0,1.16,0.0,16618.0039062,0.0,0.39,352.5,352.5,0.0,0.0
1526670178.39502001,32373712,0.0,1.14,0.0,16418.3886719,0.0,0.39,352.63,352.63,0.0,0.0
1526670178.49497986,32473672,0.0,1.12,0.0,16214.0761719,0.0,0.36,352.75,352.75,0.0,0.0
1526670178.59493995,32573632,0.0,1.12,0.0,16021.1679688,0.0,0.35,352.86,352.86,0.0,0.0
1526670178.69490004,32673592,0.0,1.12,0.0,15847.5263672,0.0,0.33,352.96,352.96,0.0,0.0
1526670178.79485989,32773552,0.0,1.13,0.0,15691.7412109,0.0,0.32,353.06,353.06,0.0,0.0
1526670178.89481997,32873512,0.0,1.15,0.0,15567.0478516,0.0,0.33,353.17,353.17,0.0,0.0
1526670178.99478006,32973472,0.0,1.19,0.0,15487.5800781,0.0,0.31,353.28,353.28,0.0,0.0
1526670179.09473991,33073432,0.0,1.21,0.0,15442.3339844,0.0,0.29,353.38,353.38,0.0,0.0
1526670179.19470000,33173392,0.0,1.22,0.0,15415.1679688,0.0,0.27,353.47,353.47,0.0,0.0
1526670179.29549289,33274185,0.0,1.23,0.0,15129.0,0.0,0.26,353.55,353.55,0.0,0.0
1526670179.39545298,33374145,0.0,1.22,0.0,15105.0976562,0.0,0.26,353.64,353.64,0.0,0.0
1526670179.49541283,33474105,0.0,1.22,0.0,14995.9140625,0.0,0.25,353.76,353.76,0.0,0.0
1526670179.59537292,33574065,0.0,1.2,0.0,14878.7851562,0.0,0.24,353.89,353.89,0.0,0.0
1526670179.69533300,33674025,0.0,1.17,0.0,14656.4785156,0.0,0.21,354.02,354.02,0.0,0.0
1526670179.79529285,33773985,0.0,1.15,0.0,14401.4873047,0.0,0.18,354.17,354.17,0.0,0.0
1526670179.89525294,33873945,0.0,1.14,0.0,14176.7636719,0.0,0.16,354.3,354.3,0.0,0.0
1526670179.99521303,33973905,0.0,1.14,0.0,14008.6835938,0.0,0.12,354.44,354.44,0.0,0.0
1526670180.09517288,34073865,0.0,1.0,0.0,13781.8291016,-0.08,0.01,354.5,354.57,0.0,0.0
1526670180.19513297,34173825,-0.17,0.66,-0.01,13021.4677734,-0.07,-0.13,354.5,354.65,0.0,0.01
1526670180.29509306,34273785,-0.26,0.37,-0.06,12022.9238281,-0.04,-0.22,354.5,354.69,0.0,0.01
1526670180.39505291,34373745,-0.35,0.14,-0.13,11044.0,-0.08,-0.26,354.5,354.71,0.0,0.01
1526670180.49501300,34473705,-0.39,-0.02,-0.21,10171.3115234,-0.09,-0.27,354.5,354.72,0.0,0.0
1526670180.59497285,34573665,-0.43,-0.14,-0.3,9414.15625,-0.09,-0.27,354.5,354.69,0.0,0.0
1526670180.69493294,34673625,-0.41,-0.22,-0.37,8759.04003906,-0.08,-0.25,354.5,354.63,0.0,0.0
1526670180.79489303,34773585,-0.38,-0.31,-0.41,8187.21777344,-0.07,-0.24,354.5,354.56,0.0,0.0
1526670180.89485288,34873545,-0.31,-0.37,-0.42,7679.79931641,-0.04,-0.22,354.5,354.43,0.0,0.0
1526670180.99481297,34973505,-0.26,-0.37,-0.4,7229.57177734,0.03,-0.2,354.5,354.29,0.0,0.0
1526670181.09477305,35073465,-0.21,-0.39,-0.36,6828.74365234,0.11,-0.14,354.5,354.15,0.0,0.0
1526670181.19473290,35173425,-0.17,-0.42,-0.3,6472.77783203,0.16,-0.08,354.5,354.03,0.0,0.0
1526670181.29469299,35273385,-0.08,-0.39,-0.24,6157.94580078,0.19,0.0,354.5,353.88,0.0,0.0
1526670181.39548588,35374178,-0.04,-0.37,-0.16,5880.91357422,0.17,0.13,354.5,353.82,0.0,0.0
1526670181.49544597,35474138,0.04,-0.35,-0.08,5639.41748047,0.15,0.25,354.5,353.89,0.0,0.0
1526670181.59540606,35574098,0.11,-0.26,-0.01,5425.14941406,0.09,0.34,354.5,354.03,0.0,0.0
1526670181.69536591,35674058,0.18,-0.12,0.06,5218.16601562,0.03,0.43,354.5,354.27,0.0,0.0
1526670181.79532599,35774018,0.2,0.07,0.13,5015.63037109,-0.08,0.48,354.5,354.51,0.0,0.0
1526670181.89528584,35873978,0.22,0.2,0.18,2.19140934944,-0.21,0.44,354.5,354.72,0.0,0.0
1526670181.99524593,35973938,0.19,0.29,0.22,19.9623985291,-0.34,0.35,354.5,354.89,0.0,0.0
1526670182.09520602,36073898,0.15,0.4,0.22,86.0820999146,-0.45,0.17,354.5,355.02,0.0,0.0
1526670182.19516587,36173858,0.08,0.45,0.21,201.096450806,-0.5,-0.02,354.5,355.09,0.0,0.0
1526670182.29512596,36273818,-0.03,0.45,0.16,324.775085449,-0.5,-0.25,354.5,355.09,0.0,0.0
1526670182.39508605,36373778,-0.17,0.39,0.08,435.63079834,-0.46,-0.5,354.5,355.04,0.0,0.0
1526670182.49504590,36473738,-0.28,0.21,-0.01,488.374938965,-0.41,-0.63,354.5,354.93,0.0,0.0
1526670182.59500599,36573698,-0.35,0.02,-0.13,468.70324707,-0.28,-0.63,354.5,354.78,0.0,0.01
1526670182.69496584,36673658,-0.4,-0.14,-0.25,436.160736084,-0.13,-0.65,354.5,354.62,0.0,0.01
1526670182.79492593,36773618,-0.41,-0.35,-0.35,391.92956543,0.0,-0.63,354.5,354.46,0.0,0.01
1526670182.89488602,36873578,-0.32,-0.53,-0.41,358.199157715,0.14,-0.51,355.82,355.64,0.0,0.01
1526670182.99484587,36973538,-0.2,-0.63,-0.42,350.437530518,0.27,-0.32,355.82,355.55,0.0,0.01
1526670183.09480596,37073498,-0.05,-0.66,-0.37,376.832733154,0.39,-0.04,355.82,355.48,0.0,0.0
1526670183.19476604,37173458,0.06,-0.58,-0.28,410.684875488,0.48,0.17,355.82,355.39,0.0,0.0
1526670183.29472589,37273418,0.18,-0.48,-0.15,450.779022217,0.51,0.39,355.82,355.37,0.0,0.0
1526670183.39468598,37373378,0.3,-0.36,0.0,501.336120605,0.46,0.56,355.82,355.39,0.0,0.0
1526670183.49547887,37474171,0.35,-0.14,0.13,530.28112793,0.38,0.74,355.82,355.39,0.0,0.0
