timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526668459.65270591,29573166,0.0,1.09,0.0,9879.2109375,0.0,0.43,355.09,355.09,0.0,0.0
1526668459.75349903,29673959,0.0,1.11,0.0,10014.0546875,0.0,0.43,353.0,353.0,0.0,0.0
1526668459.85345912,29773919,0.0,1.13,0.0,10159.7177734,0.0,0.43,352.92,352.92,0.0,0.0
1526668459.95341897,29873879,0.0,1.14,0.0,10310.4589844,0.0,0.44,352.82,352.82,0.0,0.0
1526668460.05337906,29973839,0.0,1.16,0.0,10466.3964844,0.0,0.45,352.72,352.72,0.0,0.0
1526668460.15333891,30073799,0.0,1.17,0.0,10619.1806641,0.0,0.46,352.62,352.62,0.0,0.0
1526668460.25329900,30173759,0.0,1.2,0.0,10776.4023438,0.0,0.47,352.51,352.51,0.0,0.0
1526668460.35325909,30273719,0.0,1.22,0.0,10947.7695312,0.0,0.45,352.43,352.43,0.0,0.0
1526668460.45321894,30373679,0.0,1.22,0.0,11118.7246094,0.0,0.45,352.35,352.35,0.0,0.0
1526668460.55317903,30473639,0.0,1.22,0.0,11275.4472656,0.0,0.43,352.28,352.28,0.0,0.0
1526668460.65313911,30573599,0.0,1.22,0.0,11419.6455078,0.0,0.41,352.2,352.2,0.0,0.0
1526668460.75309896,30673559,0.0,1.24,0.0,15376.0,0.0,0.4,352.13,352.13,0.0,0.0
1526668460.85305905,30773519,0.0,1.25,0.0,15503.5361328,0.0,0.4,352.08,352.08,0.0,0.0
1526668460.95301890,30873479,0.0,1.26,0.0,15569.7158203,0.0,0.41,352.04,352.04,0.0,0.0
1526668461.05297899,30973439,0.0,1.26,0.0,15670.9667969,0.0,0.42,352.03,352.03,0.0,0.0
1526668461.15293908,31073399,0.0,1.27,0.0,15745.4785156,0.0,0.44,352.02,352.02,0.0,0.0
1526668461.25289893,31173359,0.0,1.27,0.0,15821.8007812,0.0,0.45,352.0,352.0,0.0,0.0
1526668461.35285902,31273319,0.0,1.29,0.0,15923.6679688,0.0,0.45,352.01,352.01,0.0,0.0
1526668461.45281911,31373279,0.0,1.29,0.0,16025.7792969,0.0,0.45,352.02,352.02,0.0,0.07
1526668461.55277896,31473239,0.0,1.29,0.0,16102.4423828,0.0,0.44,352.08,352.08,0.0,0.08
1526668461.65273905,31573199,0.0,1.28,0.0,16159.9804688,0.0,0.41,352.16,352.16,0.0,0.08
1526668461.75353193,31673992,0.0,1.27,0.0,16171.5166016,0.0,0.38,352.22,352.22,0.0,0.06
1526668461.85349202,31773952,0.0,1.26,0.0,16154.4648438,0.0,0.36,352.3,352.3,0.0,0.0
1526668461.95345211,31873912,0.0,1.23,0.0,16104.296875,0.0,0.36,352.38,352.38,0.0,0.0
1526668462.05341196,31973872,0.0,1.18,0.0,15978.2285156,0.0,0.37,352.47,352.47,0.0,0.0
1526668462.15337205,32073832,0.0,1.13,0.0,15785.3417969,0.0,0.37,352.55,352.55,0.0,0.0
1526668462.25333190,32173792,0.0,1.13,0.0,15584.5869141,0.0,0.37,352.63,352.63,0.0,0.0
1526668462.35329199,32273752,0.0,1.12,0.0,15401.8671875,0.0,0.37,352.74,352.74,0.0,0.0
1526668462.45325208,32373712,0.0,1.1,0.0,15221.2509766,0.0,0.37,352.87,352.87,0.0,0.0
1526668462.55321193,32473672,0.0,1.08,0.0,15034.1552734,0.0,0.35,353.0,353.0,0.0,0.0
1526668462.65317202,32573632,0.0,1.08,0.0,14857.0117188,0.0,0.34,353.11,353.11,0.0,0.0
1526668462.75313210,32673592,0.0,1.08,0.0,14697.5605469,0.0,0.32,353.21,353.21,0.0,0.0
1526668462.85309196,32773552,0.0,1.09,0.0,14554.3095703,0.0,0.31,353.32,353.32,0.0,0.0
1526668462.95305204,32873512,0.0,1.11,0.0,14440.4111328,0.0,0.31,353.42,353.42,0.0,0.0
1526668463.05301213,32973472,0.0,1.15,0.0,14368.8662109,0.0,0.29,353.54,353.54,0.0,0.0
1526668463.15297198,33073432,0.0,1.17,0.0,14329.4443359,0.0,0.27,353.65,353.65,0.0,0.0
