timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526667672.68080878,29771420,0.0,1.12,0.0,10127.4335938,0.0,0.42,352.99,352.99,0.0,0.0
1526667672.78076887,29871380,0.0,1.13,0.0,10265.75,0.0,0.42,352.9,352.9,0.0,0.0
1526667672.88072872,29971340,0.0,1.14,0.0,10403.4736328,0.0,0.43,352.8,352.8,0.0,0.0
1526667672.98068881,30071300,0.0,1.15,0.0,10539.9697266,0.0,0.44,352.7,352.7,0.0,0.0
1526667673.08064890,30171260,0.0,1.17,0.0,10676.9277344,0.0,0.44,352.59,352.59,0.0,0.0
1526667673.18060875,30271220,0.0,1.19,0.0,10827.4882812,0.0,0.43,352.5,352.5,0.0,0.0
1526667673.28056884,30371180,0.0,1.2,0.0,10982.2958984,0.0,0.43,352.42,352.42,0.0,0.0
1526667673.38052869,30471140,0.0,1.2,0.0,11124.7001953,0.0,0.41,352.34,352.34,0.0,0.0
1526667673.48048878,30571100,0.0,1.2,0.0,11252.3662109,0.0,0.39,352.27,352.27,0.0,0.0
1526667673.58044887,30671060,0.0,1.22,0.0,11385.2802734,0.0,0.38,352.2,352.2,0.0,0.0
1526667673.68040872,30771020,0.0,1.23,0.0,14975.875,0.0,0.38,352.14,352.14,0.0,0.0
1526667673.78036880,30870980,0.0,1.24,0.0,15055.5253906,0.0,0.38,352.1,352.1,0.0,0.0
1526667673.88032889,30970940,0.0,1.24,0.0,15162.3496094,0.0,0.39,352.09,352.09,0.0,0.0
1526667673.98028874,31070900,0.0,1.25,0.0,15239.1064453,0.0,0.42,352.08,352.08,0.0,0.0
1526667674.08024883,31170860,0.0,1.26,0.0,15317.5400391,0.0,0.43,352.06,352.06,0.0,0.0
1526667674.18020868,31270820,0.0,1.27,0.0,15424.3212891,0.0,0.42,352.06,352.06,0.0,0.0
1526667674.28016877,31370780,0.0,1.27,0.0,15524.9892578,0.0,0.43,352.08,352.08,0.0,0.07
1526667674.38012886,31470740,0.0,1.28,0.0,15614.0371094,0.0,0.42,352.13,352.13,0.0,0.08
1526667674.48008871,31570700,0.0,1.27,0.0,15690.3808594,0.0,0.39,352.21,352.21,0.0,0.08
1526667674.58004880,31670660,0.0,1.26,0.0,15714.6347656,0.0,0.36,352.27,352.27,0.0,0.07
1526667674.68000889,31770620,0.0,1.25,0.0,15706.4863281,0.0,0.34,352.35,352.35,0.0,0.07
1526667674.78080177,31871413,0.0,1.22,0.0,15666.6503906,0.0,0.34,352.43,352.43,0.0,0.07
1526667674.88076186,31971373,0.0,1.17,0.0,15552.8154297,0.0,0.35,352.52,352.52,0.0,0.01
1526667674.98072171,32071333,0.0,1.12,0.0,15371.9609375,0.0,0.35,352.6,352.6,0.0,0.0
1526667675.08068180,32171293,0.0,1.12,0.0,15183.4296875,0.0,0.35,352.68,352.68,0.0,0.0
1526667675.18064189,32271253,0.0,1.11,0.0,15005.2246094,0.0,0.35,352.79,352.79,0.0,0.0
1526667675.28060174,32371213,0.0,1.09,0.0,14833.7001953,0.0,0.35,352.92,352.92,0.0,0.0
1526667675.38056183,32471173,0.0,1.07,0.0,14656.1347656,0.0,0.33,353.04,353.04,0.0,0.0
1526667675.48052168,32571133,0.0,1.07,0.0,14487.3378906,0.0,0.32,353.16,353.16,0.0,0.0
1526667675.58048177,32671093,0.0,1.07,0.0,14335.4208984,0.0,0.3,353.26,353.26,0.0,0.0
