timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526670054.99900007,31871413,0.0,1.23,0.0,15545.9042969,0.0,0.39,352.17,352.17,0.0,0.0
1526670055.09896016,31971373,0.0,1.19,0.0,15473.6308594,0.0,0.4,352.21,352.21,0.0,0.0
1526670055.19892001,32071333,0.0,1.15,0.0,15337.9248047,0.0,0.4,352.25,352.25,0.0,0.0
1526670055.29888010,32171293,0.0,1.15,0.0,15197.0634766,0.0,0.41,352.28,352.28,0.0,0.0
1526670055.39884019,32271253,0.0,1.15,0.0,15073.8095703,0.0,0.41,352.35,352.35,0.0,0.0
1526670055.49880004,32371213,0.0,1.13,0.0,14951.9277344,0.0,0.41,352.43,352.43,0.0,0.0
1526670055.59876013,32471173,0.0,1.12,0.0,14823.7792969,0.0,0.39,352.51,352.51,0.0,0.0
1526670055.69871998,32571133,0.0,1.12,0.0,14703.7910156,0.0,0.38,352.59,352.59,0.0,0.0
1526670055.79868007,32671093,0.0,1.13,0.0,14602.2695312,0.0,0.37,352.65,352.65,0.0,0.0
1526670055.89864016,32771053,0.0,1.13,0.0,14514.9716797,0.0,0.35,352.71,352.71,0.0,0.0
1526670055.99860001,32871013,0.0,1.16,0.0,14453.7548828,0.0,0.36,352.78,352.78,0.0,0.0
1526670056.09856009,32970973,0.0,1.2,0.0,14433.6162109,0.0,0.34,352.86,352.86,0.0,0.0
1526670056.19852018,33070933,0.0,1.23,0.0,14445.5605469,0.0,0.33,352.93,352.93,0.0,0.0
1526670056.29848003,33170893,0.0,1.23,0.0,14472.8984375,0.0,0.31,352.98,352.98,0.0,0.0
1526670056.39844012,33270853,0.0,1.24,0.0,14507.6328125,0.0,0.3,353.03,353.03,0.0,0.0
1526670056.49839997,33370813,0.0,1.24,0.0,15376.0,0.0,0.3,353.1,353.1,0.0,0.0
1526670056.59836006,33470773,0.0,1.24,0.0,15376.0,0.0,0.29,353.19,353.19,0.0,0.07
1526670056.69832015,33570733,0.0,1.22,0.0,15279.4580078,0.0,0.28,353.29,353.29,0.0,0.08
1526670056.79828000,33670693,0.0,1.19,0.0,15073.3125,0.0,0.26,353.4,353.4,0.0,0.08
1526670056.89824009,33770653,0.0,1.17,0.0,14825.8251953,0.0,0.23,353.52,353.52,0.0,0.08
1526670056.99820018,33870613,0.0,1.16,0.0,14607.2294922,0.0,0.21,353.63,353.63,0.0,0.07
1526670057.09899306,33971406,0.0,1.16,0.0,14442.7675781,0.0,0.17,353.75,353.75,0.0,0.07
1526670057.19895315,34071366,0.0,1.14,0.0,14292.0595703,0.0,0.12,353.86,353.86,0.0,0.01
1526670057.29891300,34171326,0.0,1.09,0.0,14095.5634766,0.0,0.06,353.96,353.96,0.0,0.0
1526670057.39887309,34271286,0.0,1.06,0.0,13848.7050781,0.0,0.02,354.07,354.07,0.0,0.0
1526670057.49883318,34371246,0.0,1.05,0.0,13599.1972656,0.0,-0.01,354.19,354.19,0.0,0.0
1526670057.59879303,34471206,0.0,1.04,0.0,13369.8769531,0.0,-0.02,354.33,354.33,0.0,0.0
