timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526670935.76067400,29073366,0.0,1.02,0.0,9363.48632812,0.0,0.4,355.35,355.35,0.0,0.0
1526670935.86146712,29174159,0.0,1.03,0.0,9475.99316406,0.0,0.42,353.25,353.25,0.0,0.0
1526670935.96142697,29274119,0.0,1.03,0.0,9570.21386719,0.0,0.45,353.15,353.15,0.0,0.0
1526670936.06138706,29374079,0.0,1.05,0.0,9660.71777344,0.0,0.46,353.03,353.03,0.0,0.0
1526670936.16134715,29474039,0.0,1.08,0.0,9781.81640625,0.0,0.47,352.96,352.96,0.0,0.0
1526670936.26130700,29573999,0.0,1.11,0.0,9928.87011719,0.0,0.46,352.89,352.89,0.0,0.0
1526670936.36126709,29673959,0.0,1.15,0.0,10107.5898438,0.0,0.46,352.82,352.82,0.0,0.0
1526670936.46122718,29773919,0.0,1.18,0.0,10310.4541016,0.0,0.46,352.73,352.73,0.0,0.0
1526670936.56118703,29873879,0.0,1.2,0.0,10522.7890625,0.0,0.47,352.63,352.63,0.0,0.0
1526670936.66114712,29973839,0.0,1.22,0.0,10740.5527344,0.0,0.48,352.53,352.53,0.0,0.0
1526670936.76110697,30073799,0.0,1.23,0.0,10956.6425781,0.0,0.49,352.42,352.42,0.0,0.0
1526670936.86106706,30173759,0.0,1.26,0.0,11170.4248047,0.0,0.49,352.31,352.31,0.0,0.0
1526670936.96102715,30273719,0.0,1.28,0.0,11394.4238281,0.0,0.48,352.22,352.22,0.0,0.0
1526670937.06098700,30373679,0.0,1.29,0.0,11619.7763672,0.0,0.48,352.15,352.15,0.0,0.0
1526670937.16094708,30473639,0.0,1.28,0.0,11820.7529297,0.0,0.45,352.07,352.07,0.0,0.0
1526670937.26090717,30573599,0.0,1.28,0.0,12003.1005859,0.0,0.44,352.0,352.0,0.0,0.0
1526670937.36086702,30673559,0.0,1.3,0.0,16900.0,0.0,0.43,351.92,351.92,0.0,0.0
1526670937.46082711,30773519,0.0,1.31,0.0,16950.9277344,0.0,0.42,351.86,351.86,0.0,0.0
1526670937.56078696,30873479,0.0,1.31,0.0,17054.6660156,0.0,0.43,351.83,351.83,0.0,0.0
1526670937.66074705,30973439,0.0,1.32,0.0,17131.1152344,0.0,0.44,351.81,351.81,0.0,0.0
1526670937.76070714,31073399,0.0,1.32,0.0,17203.8828125,0.0,0.46,351.8,351.8,0.0,0.0
1526670937.86150002,31174192,0.0,1.33,0.0,17254.2792969,0.0,0.47,351.78,351.78,0.0,0.0
1526670937.96146011,31274152,0.0,1.34,0.0,17340.8339844,0.0,0.47,351.78,351.78,0.0,0.0
1526670938.06141996,31374112,0.0,1.34,0.0,17428.4023438,0.0,0.47,351.79,351.79,0.0,0.0
1526670938.16138005,31474072,0.0,1.34,0.0,17494.1464844,0.0,0.46,351.85,351.85,0.0,0.0
1526670938.26134014,31574032,0.0,1.33,0.0,17538.6640625,0.0,0.43,351.92,351.92,0.0,0.0
