timestamp,TimeUS,DesR,R,IR,IRErr,DesP,P,DesY,Y,ErrRP,ErrYaw
1526669547.40400004,26471907,0.0,0.9,0.0,7630.44238281,0.0,0.16,354.77,354.77,0.0,0.0
1526669547.50396013,26571867,0.0,0.91,0.0,7682.1796875,0.0,0.15,354.72,354.72,0.0,0.0
1526669547.60392022,26671827,0.0,0.92,0.0,7738.18115234,0.0,0.15,354.66,354.66,0.0,0.0
1526669547.70388007,26771787,0.0,0.9,0.0,7779.26708984,0.0,0.14,354.6,354.6,0.0,0.0
1526669547.80384016,26871747,0.0,0.86,0.0,7775.88232422,0.0,0.14,354.55,354.55,0.0,0.0
1526669547.90380025,26971707,0.0,0.82,0.0,7730.50488281,0.0,0.17,354.51,354.51,0.0,0.0
1526669548.00376010,27071667,0.0,0.79,0.0,7654.9453125,0.0,0.2,354.46,354.46,0.0,0.0
1526669548.10372019,27171627,0.0,0.77,0.0,7562.1015625,0.0,0.22,354.42,354.42,0.0,0.0
1526669548.20368004,27271587,0.0,0.73,0.0,7456.42480469,0.0,0.23,354.39,354.39,0.0,0.0
1526669548.30364013,27371547,0.0,0.7,0.0,7334.03027344,0.0,0.24,354.34,354.34,0.0,0.0
1526669548.40360022,27471507,0.0,0.68,0.0,7205.06396484,0.0,0.23,354.28,354.28,0.0,0.0
1526669548.50356007,27571467,0.0,0.69,0.0,7082.97119141,0.0,0.21,354.2,354.2,0.0,0.0
1526669548.60352015,27671427,0.0,0.71,0.0,6982.97851562,0.0,0.2,354.11,354.11,0.0,0.0
1526669548.70348024,27771387,0.0,0.75,0.0,6910.15527344,0.0,0.21,354.04,354.04,0.0,0.0
1526669548.80344009,27871347,0.0,0.77,0.0,6861.02197266,0.0,0.24,353.98,353.98,0.0,0.0
1526669548.90340018,27971307,0.0,0.78,0.0,6828.08105469,0.0,0.29,353.91,353.91,0.0,0.0
1526669549.00336003,28071267,0.0,0.81,0.0,6807.50390625,0.0,0.34,353.8,353.8,0.0,0.0
1526669549.10332012,28171227,0.0,0.83,0.0,6728.67480469,0.0,0.38,353.71,353.71,0.0,0.0
1526669549.20328021,28271187,0.0,0.85,0.0,6852.77490234,0.0,0.43,353.64,353.64,0.0,0.0
1526669549.30324006,28371147,0.0,0.88,0.0,7062.89990234,0.0,0.47,353.55,353.55,0.0,0.0
1526669549.40320015,28471107,0.0,0.91,0.0,7296.60644531,0.0,0.51,353.46,353.46,0.0,0.0
1526669550.35198712,29419894,0.0,1.04,0.0,8828.88671875,0.0,0.67,352.43,352.43,0.0,0.0
1526669550.45194721,29519854,0.0,1.07,0.0,8991.04785156,0.0,0.67,352.34,352.34,0.0,0.0
1526669550.55190706,29619814,0.0,1.1,0.0,9173.27636719,0.0,0.67,352.24,352.24,0.0,0.0
1526669550.65186715,29719774,0.0,1.14,0.0,9380.87304688,0.0,0.67,352.15,352.15,0.0,0.0
1526669550.75182724,29819734,0.0,1.16,0.0,9605.34375,0.0,0.67,352.02,352.02,0.0,0.0
1526669550.85178709,29919694,0.0,1.19,0.0,9840.40429688,0.0,0.69,351.91,351.91,0.0,0.0
1526669550.95174718,30019654,0.0,1.21,0.0,10082.9404297,0.0,0.7,351.78,351.78,0.0,0.0
1526669551.05170703,30119614,0.0,1.23,0.0,10322.7148438,0.0,0.71,351.65,351.65,0.0,0.0
1526669551.15166712,30219574,0.0,1.27,0.0,10577.3417969,0.0,0.71,351.53,351.53,0.0,0.0
1526669551.25162721,30319534,0.0,1.29,0.0,10841.3125,0.0,0.7,351.42,351.42,0.0,0.0
1526669551.35158706,30419494,0.0,1.3,0.0,11100.5107422,0.0,0.7,351.33,351.33,0.0,0.0
1526669551.45154715,30519454,0.0,1.3,0.0,11342.15625,0.0,0.68,351.23,351.23,0.0,0.0
1526669551.55150723,30619414,0.0,1.32,0.0,11574.6748047,0.0,0.67,351.13,351.13,0.0,0.0
1526669551.65146708,30719374,0.0,1.34,0.0,11814.4628906,0.0,0.67,351.04,351.04,0.0,0.0
1526669551.75142717,30819334,0.0,1.36,0.0,18205.0742188,0.0,0.67,350.98,350.98,0.0,0.0
1526669551.85138726,30919294,0.0,1.37,0.0,18401.7246094,0.0,0.67,350.93,350.93,0.0,0.0
1526669551.95134711,31019254,0.0,1.38,0.0,18588.3164062,0.0,0.7,350.9,350.9,0.0,0.0
1526669552.05130720,31119214,0.0,1.4,0.0,18768.0878906,0.0,0.72,350.87,350.87,0.0,0.0
1526669552.15126705,31219174,0.0,1.41,0.0,18954.140625,0.0,0.72,350.84,350.84,0.0,0.0
1526669552.25122714,31319134,0.0,1.43,0.0,19158.1992188,0.0,0.73,350.83,350.83,0.0,0.0
1526669552.35118723,31419094,0.0,1.44,0.0,19362.0742188,0.0,0.73,350.84,350.84,0.0,0.0
1526669552.45198011,31519887,0.0,1.45,0.0,19541.0410156,0.0,0.72,350.89,350.89,0.0,0.0
1526669552.55194020,31619847,0.0,1.44,0.0,19677.828125,0.0,0.69,350.95,350.95,0.0,0.0
1526669552.65190005,31719807,0.0,1.43,0.0,19754.9453125,0.0,0.65,350.99,350.99,0.0,0.0
1526669552.75186014,31819767,0.0,1.42,0.0,19812.2109375,0.0,0.65,351.05,351.05,0.0,0.0
1526669552.85182023,31919727,0.0,1.38,0.0,19798.7285156,0.0,0.65,351.12,351.12,0.0,0.0
1526669552.95178008,32019687,0.0,1.34,0.0,19696.5683594,0.0,0.66,351.19,351.19,0.0,0.0
1526669553.05174017,32119647,0.0,1.32,0.0,19538.9746094,0.0,0.67,351.25,351.25,0.0,0.0
1526669553.15170026,32219607,0.0,1.32,0.0,19397.9765625,0.0,0.67,351.34,351.34,0.0,0.0
1526669553.25166011,32319567,0.0,1.31,0.0,19269.2617188,0.0,0.67,351.44,351.44,0.0,0.0
1526669553.39993405,32467841,0.0,1.3,0.0,19135.6503906,0.0,0.65,351.6,351.6,0.0,0.0
1526669553.49989414,32567801,0.0,1.3,0.0,19011.4472656,0.0,0.64,351.71,351.71,0.0,0.0
1526669553.59985423,32667761,0.0,1.31,0.0,18908.2167969,0.0,0.62,351.8,351.8,0.0,0.0
1526669553.69981408,32767721,0.0,1.32,0.0,18823.4863281,0.0,0.61,351.89,351.89,0.0,0.0
1526669553.79977417,32867681,0.0,1.35,0.0,18770.4570312,0.0,0.61,351.98,351.98,0.0,0.0
1526669553.89973426,32967641,0.0,1.39,0.0,18769.2304688,0.0,0.59,352.08,352.08,0.0,0.0
